price_total,listing_title,room_type,is_shared_room,is_private_room,max_guests,is_superhost,is_business_listing,cleanliness_score,guest_satisfaction_score,bedrooms,longitude,latitude,city,day_type,district,state,country_code,country_name
190.86,Lovely double Bedroom/ Bath/Jaccuzi  in House,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.6,100,1,-0.24377,51.49035,London,weekday,Hammersmith,England,GB,United Kingdom
120.8,Bio Room Double 19” Victoria - next to Wimbledon,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.8,100,1,-0.15064,51.40296,London,weekday,Mitcham,England,GB,United Kingdom
226,Compact Self-Contained Studio Room in Chelsea,Entire home/apt,FALSE,FALSE,1,FALSE,FALSE,4.8,100,1,-0.183,51.4828,London,weekday,Brompton,England,GB,United Kingdom
220.67,Cheerful Private Room in London Wimbledon,Private room,FALSE,TRUE,1,TRUE,FALSE,4.6,95.4,3,-0.20126,51.41744,London,weekday,Merton Park,England,GB,United Kingdom
325.08,Chelsea Flat by the River,Entire home/apt,FALSE,FALSE,3,FALSE,FALSE,4.9,100,1,-0.18227,51.47316,London,weekday,Fulham,England,GB,United Kingdom
246.94,Gorgeous flat in Streatham South London,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.6,99,1,-0.1345,51.42469,London,weekday,Streatham,England,GB,United Kingdom
124.77,Cosy Attic Room in Trendy Tooting,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.9,99,1,-0.15595,51.42715,London,weekday,Furzedown,England,GB,United Kingdom
448.5,Bright 1BR Flat with Easy Access to City Center,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.8,99,1,-0.1284,51.4307,London,weekday,Streatham,England,GB,United Kingdom
874.16,The Pembroke Studio by Richmond Park,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.6,97.8,1,-0.294,51.4283,London,weekday,Ham,England,GB,United Kingdom
253.99,"20 days or more, special price !",Entire home/apt,FALSE,FALSE,5,FALSE,FALSE,4.8,97.8,2,-0.1561,51.4383,London,weekday,Balham,England,GB,United Kingdom
498.46,"Modern 1BR Mitcham, Wimbledon | Self Check-in |",Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.7,86.6,1,-0.16824,51.40509,London,weekday,Mitcham,England,GB,United Kingdom
317.63,"One Bedroom Kensal Green, Close to Ladbroke Grove",Entire home/apt,FALSE,FALSE,3,FALSE,FALSE,4.6,90,1,-0.23115,51.53097,London,weekday,London Borough of Hammersmith and Fulham,England,GB,United Kingdom
321.53,Big one bed apartment in the heart of Raynes Park.,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,5,100,1,-0.2329,51.4097,London,weekday,Raynes Park,England,GB,United Kingdom
331.33,Modern Flat in Mitcham Town Centre,Entire home/apt,FALSE,FALSE,4,FALSE,FALSE,5,100,1,-0.1643,51.4048,London,weekday,Mitcham,England,GB,United Kingdom
249.25,"(C051P)1 Bed Apartment, Free Parking&Gym, Kingston",Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.8,96.6,1,-0.24934,51.41366,London,weekday,New Malden,England,GB,United Kingdom
261.16,1 Bedroom Luxury Flat with free Parking - London,Entire home/apt,FALSE,FALSE,4,FALSE,FALSE,4.3,92.2,1,-0.19694,51.37645,London,weekday,Benhilton,England,GB,United Kingdom
367.42,Exceptional London view | Great Transport Links,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.8,97.2,1,-0.2216,51.5034,London,weekday,Shepherd's Bush,England,GB,United Kingdom
296.99,1 bedroom flat with home cinema,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,5,100,1,-0.10903,51.46157,London,weekday,Brixton,England,GB,United Kingdom
302.26,Peaceful Marylebone Flat Near Regent’s Park,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.3,93.4,1,-0.16673,51.52118,London,weekday,Paddington,England,GB,United Kingdom
402.92,2 luxury rooms in house shared kitchen with owner,Shared room,TRUE,FALSE,4,FALSE,FALSE,5,100,2,-0.2574,51.434,London,weekday,Kingston Vale,England,GB,United Kingdom
446.5,Chelsea Riverside Modern Escape,Entire home/apt,FALSE,FALSE,3,FALSE,FALSE,4.2,90.6,1,-0.1834,51.4791,London,weekday,Brompton,England,GB,United Kingdom
465.46,"New 2BR Flat Mitcham, Wimbledon | Self check-in |",Entire home/apt,FALSE,FALSE,4,FALSE,FALSE,4.5,97.8,2,-0.1673,51.406,London,weekday,Mitcham,England,GB,United Kingdom
396.24,(YO) Unique Designer Unit Luxe Huge Bath A/C,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.7,95.2,1,-0.2283,51.4957,London,weekday,Hammersmith,England,GB,United Kingdom
278.44,"Stylish Apartment • Pool Table, Netflix & Disney+",Entire home/apt,FALSE,FALSE,4,TRUE,FALSE,5,100,1,-0.1828,51.46059,London,weekday,Wandsworth,England,GB,United Kingdom
528.1,Unique Brixton duplex penthouse,Entire home/apt,FALSE,FALSE,4,FALSE,FALSE,4.9,98.2,2,-0.1169,51.4642,London,weekday,Brixton,England,GB,United Kingdom
215.45,Stylish Renovated 2BR Apartment in South London,Entire home/apt,FALSE,FALSE,4,FALSE,FALSE,4.8,99.3,2,-0.1441,51.4269,London,weekday,Furzedown,England,GB,United Kingdom
410.28,Stylish Large Studio Apartment in Kensington,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.5,88,1,-0.18724,51.49978,London,weekday,South Kensington,England,GB,United Kingdom
2384.2,Stylish 2BR Apartment Perfect for St George's Hosp,Entire home/apt,FALSE,FALSE,4,FALSE,FALSE,4.8,100,2,-0.17581,51.42792,London,weekday,Summerstown,England,GB,United Kingdom
398.51,London Kensington  Best Luxury Secured Location,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.6,95.8,2,-0.19148,51.5058,London,weekday,Kensington,England,GB,United Kingdom
799.81,2 bedroom flat in Imperial Wharf by the river,Entire home/apt,FALSE,FALSE,4,FALSE,FALSE,5,95,2,-0.18351,51.47349,London,weekday,Fulham,England,GB,United Kingdom
364.07,Exclusive 2 Bedroom Flat near Kensington Olympia,Entire home/apt,FALSE,FALSE,4,FALSE,FALSE,4.7,100,2,-0.21435,51.49861,London,weekday,Brook Green,England,GB,United Kingdom
375.54,Outstanding London Flat -Kensington,Entire home/apt,FALSE,FALSE,4,FALSE,FALSE,5,84.6,1,-0.20412,51.49307,London,weekday,West Kensington,England,GB,United Kingdom
482.92,"Stylish, top-floor retreat near central London",Entire home/apt,FALSE,FALSE,4,FALSE,FALSE,4.8,96,1,-0.19563,51.48516,London,weekday,West Kensington,England,GB,United Kingdom
438.43,Wimbledon Stay · Elegant One-Bed Apartment,Entire home/apt,FALSE,FALSE,3,TRUE,FALSE,5,100,1,-0.19092,51.44326,London,weekday,Earlsfield,England,GB,United Kingdom
389.5,"Bright 1-Bed w Balcony, Parking & Workspace",Entire home/apt,FALSE,FALSE,3,TRUE,FALSE,4.9,98.6,1,-0.30835,51.49089,London,weekday,Brentford,England,GB,United Kingdom
478.68,Bright 2BR Flat in Brixton,Entire home/apt,FALSE,FALSE,4,FALSE,FALSE,4.7,95.4,2,-0.11476,51.45735,London,weekday,Brixton,England,GB,United Kingdom
864.5,Lovely & Quiet - 2 Bedroom Flat,Entire home/apt,FALSE,FALSE,3,TRUE,FALSE,4.6,97.6,2,-0.18844,51.4453,London,weekday,Earlsfield,England,GB,United Kingdom
373.02,Clean modern Covent Garden 1 bed,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.9,93,1,-0.12215,51.51587,London,weekday,Bloomsbury,England,GB,United Kingdom
586.81,Bijoux boutique 2 bed flat,Entire home/apt,FALSE,FALSE,4,TRUE,FALSE,4.8,100,2,-0.1609,51.4741,London,weekday,Battersea,England,GB,United Kingdom
458.16,"150+ Reviews Luxe Penthouse, fixed A/C, 2 Big Beds",Entire home/apt,FALSE,FALSE,4,FALSE,FALSE,4.6,93.8,1,-0.2283,51.4956,London,weekday,Hammersmith,England,GB,United Kingdom
404.84,200+ Reviews Designer Unit Luxe Huge Bath A/C,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.8,91,1,-0.2283,51.4957,London,weekday,Hammersmith,England,GB,United Kingdom
536.1,Stylish Apt | Battersea | Parking | Fast Wi-Fi,Entire home/apt,FALSE,FALSE,4,TRUE,FALSE,4.7,100,2,-0.18086,51.46639,London,weekday,Battersea,England,GB,United Kingdom
474.61,LUXURIOUS 1 BEDROOM FLAT BY THE RIVER,Entire home/apt,FALSE,FALSE,3,FALSE,FALSE,4.6,93.6,1,-0.1823,51.47238,London,weekday,Fulham,England,GB,United Kingdom
620.83,Designer 1 Bed Flat with Thames View from Balcony,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.7,100,1,-0.1905,51.463,London,weekday,Wandsworth,England,GB,United Kingdom
458.27,Holland Park Cosy One-Bed - Ideal for Long Stays,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.8,92.6,1,-0.21277,51.50404,London,weekday,Notting Hill,England,GB,United Kingdom
416.88,"+Luxe Penthouse, fixed A/C, 2 Large Beds, Central",Entire home/apt,FALSE,FALSE,4,FALSE,FALSE,4.7,94.6,1,-0.2283,51.4956,London,weekday,Hammersmith,England,GB,United Kingdom
520.68,Modern victorian flat in Fulham,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.8,99.4,1,-0.19183,51.46899,London,weekday,Fulham,England,GB,United Kingdom
528.91,Chelsea Modern 1 Bed Flat Prime Location,Entire home/apt,FALSE,FALSE,3,FALSE,FALSE,4.5,100,1,-0.18567,51.47559,London,weekday,Fulham,England,GB,United Kingdom
525.47,One bedroom Putney house with parking & patio.,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.9,98.2,1,-0.22598,51.46348,London,weekday,Putney,England,GB,United Kingdom
450.13,"(GRO) Luxe Penthouse, fixed A/C, 2 Large Beds",Entire home/apt,FALSE,FALSE,4,FALSE,FALSE,4.8,96,1,-0.22783,51.49665,London,weekday,Hammersmith,England,GB,United Kingdom
628.67,Long-Stay Kensington 2 BDR APT With AC*,Entire home/apt,FALSE,FALSE,5,TRUE,FALSE,4.9,100,2,-0.1982,51.49358,London,weekday,Kensington,England,GB,United Kingdom
251.49,2BDR flat in the heart of Paris - Haut-Marais,Entire home/apt,FALSE,FALSE,6,FALSE,FALSE,4.7,97.2,2,2.35851,48.8666,Paris,weekday,3rd Arrondissement,Ile-de-France,FR,France
123.4,Cute 1 Bed with Balcony in the heart of the Marais,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,5,100,1,2.3574,48.8618,Paris,weekday,3rd Arrondissement,Ile-de-France,FR,France
562.35,Leana Suite: Loft-style studio in the heart of Paris,Entire home/apt,FALSE,FALSE,3,TRUE,FALSE,5,100,1,2.36354,48.86951,Paris,weekday,10th Arrondissement,Ile-de-France,FR,France
186.49,"*Le Marais Luxury & Style: Elevator, Washer, Dryer",Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.9,99.2,1,2.3592,48.85827,Paris,weekday,4th Arrondissement,Ile-de-France,FR,France
104.58,Paris Marais Sky Loft,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.8,100,1,2.35758,48.86748,Paris,weekday,3rd Arrondissement,Ile-de-France,FR,France
148.7,Charming one bedroom in Haut Marais,Entire home/apt,FALSE,FALSE,3,TRUE,FALSE,4.4,96.4,1,2.35866,48.86645,Paris,weekday,3rd Arrondissement,Ile-de-France,FR,France
184.02,33 m2 Hyper center Paris Beaubourg,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.6,100,1,2.35558,48.86497,Paris,weekday,3rd Arrondissement,Ile-de-France,FR,France
128.49,Cosy studio a Montmartre,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.8,100,1,2.348,48.88986,Paris,weekday,Quartier de Clignancourt,Ile-de-France,FR,France
135.06,Very quiet on garden 2Bd Historical heart of Paris,Entire home/apt,FALSE,FALSE,4,FALSE,FALSE,4.9,98.6,2,2.3639,48.863,Paris,weekday,3rd Arrondissement,Ile-de-France,FR,France
128.49,Apartment in central Paris,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,5,100,1,2.3503,48.8658,Paris,weekday,2nd Arrondissement,Ile-de-France,FR,France
229.88,Exceptional Apartment – Heart of Paris Marais,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.8,100,1,2.36342,48.86119,Paris,weekday,3rd Arrondissement,Ile-de-France,FR,France
100.92,Paris 3rd - République - Studio,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,5,100,1,2.36705,48.86353,Paris,weekday,11th Arrondissement,Ile-de-France,FR,France
329.81,"Louvre, Marais, élégant studio heart of Paris",Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.8,96.6,1,2.3468,48.8596,Paris,weekday,1st Arrondissement,Ile-de-France,FR,France
432.16,Marais Modern & Spacious Studio,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.8,98.8,1,2.35847,48.86535,Paris,weekday,3rd Arrondissement,Ile-de-France,FR,France
135.57,Cozy studio - 2P - Sentier,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.8,100,1,2.3523,48.8679,Paris,weekday,2nd Arrondissement,Ile-de-France,FR,France
325.64,"Heart of Marais, sunny, sky view, AC and elevator",Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.8,96,1,2.3575,48.8636,Paris,weekday,3rd Arrondissement,Ile-de-France,FR,France
150.28,Coco #79I Cosy studio -Canal Saint Martin & Events,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,5,100,1,2.36551,48.87288,Paris,weekday,10th Arrondissement,Ile-de-France,FR,France
136.08,Le Marais New Studio,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.7,93.4,1,2.35582,48.8639,Paris,weekday,3rd Arrondissement,Ile-de-France,FR,France
193.92,"Elegant, bright haven, nature-filled atmosphere, comfort",Entire home/apt,FALSE,FALSE,4,FALSE,FALSE,5,100,1,2.37003,48.86694,Paris,weekday,11th Arrondissement,Ile-de-France,FR,France
165.26,Central Montorgueil Trail,Entire home/apt,FALSE,FALSE,4,TRUE,FALSE,4.9,99.6,1,2.3509,48.8697,Paris,weekday,2nd Arrondissement,Ile-de-France,FR,France
163.91,Apartment Cosy- 1BR-4P-near Bastille,Entire home/apt,FALSE,FALSE,4,FALSE,FALSE,4.9,100,1,2.3763,48.8544,Paris,weekday,11th Arrondissement,Ile-de-France,FR,France
139.38,Designer & comfortable apartment with terrace,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.8,100,1,2.37309,48.8661,Paris,weekday,11th Arrondissement,Ile-de-France,FR,France
141.24,Flexliving - one bedroom apartment - Hauteville,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.9,100,1,2.35075,48.87301,Paris,weekday,10th Arrondissement,Ile-de-France,FR,France
565.85,Mobility Lease -Apt in the heart of the Marais -2P,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.7,98.6,1,2.36042,48.86296,Paris,weekday,3rd Arrondissement,Ile-de-France,FR,France
273.43,Coco #82 I Superb and spacious 1 bedroom & events,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.7,100,1,2.34921,48.8652,Paris,weekday,2nd Arrondissement,Ile-de-France,FR,France
195.67,"Blueground | Saint Vincent de Paul, view, nr Canal",Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.8,88.4,1,2.3543,48.8769,Paris,weekday,10th Arrondissement,Ile-de-France,FR,France
581.81,A Stunning 1-BR in Opéra - Louvre,Entire home/apt,FALSE,FALSE,4,TRUE,FALSE,5,100,1,2.3337,48.8643,Paris,weekday,1st Arrondissement,Ile-de-France,FR,France
582.88,An Amazing 1-BR in Le Marais,Entire home/apt,FALSE,FALSE,4,TRUE,FALSE,4.5,91.6,1,2.3617,48.8584,Paris,weekday,3rd Arrondissement,Ile-de-France,FR,France
296.4,"Blueground | Sentier-Montorgueil, foodie area",Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.8,88.4,1,2.3474,48.8653,Paris,weekday,2nd Arrondissement,Ile-de-France,FR,France
144.09,The House in the Vatican area,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.5,94,1,12.457,41.9169,Rome,weekday,Municipio Roma I,Lazio,IT,Italy
143.39,Pigneto connected to city center,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,5,98.2,2,12.5329,41.89141,Rome,weekday,Municipio Roma V,Lazio,IT,Italy
47.56,"Private room + A/C + ""Rome Sunset"" - View Terrace!",Private room,FALSE,TRUE,1,FALSE,FALSE,4.8,100,1,12.60004,41.84084,Rome,weekday,Municipio Roma VII,Lazio,IT,Italy
87.72,KamchŪ Apartments single bedroom VILLA ADA,Entire home/apt,FALSE,FALSE,1,FALSE,FALSE,4.9,100,1,12.51125,41.93636,Rome,weekday,Trieste,Lazio,IT,Italy
195,Central & Modern Flat In High-End Neighborhood,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.7,96.6,1,12.4629,41.9275,Rome,weekday,Flaminio,Lazio,IT,Italy
77.26,Room for one person 15 minutes from Trastevere,Entire home/apt,FALSE,FALSE,3,TRUE,FALSE,4.6,97.6,1,12.44392,41.87439,Rome,weekday,Municipio Roma XII,Lazio,IT,Italy
139,"Panda's House
Apartment-Rome (Prati)",Entire home/apt,FALSE,FALSE,4,FALSE,FALSE,4.8,97.2,1,12.4594,41.9217,Rome,weekday,Municipio Roma I,Lazio,IT,Italy
163.28,Dante Art Home,Entire home/apt,FALSE,FALSE,3,TRUE,FALSE,4.8,98,1,12.5048,41.892,Rome,weekday,Municipio Roma I,Lazio,IT,Italy
200.81,"Elegant, quiet green oasis",Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,5,99.2,1,12.45721,41.92257,Rome,weekday,Municipio Roma I,Lazio,IT,Italy
183.92,Casa Satrico,Entire home/apt,FALSE,FALSE,4,TRUE,FALSE,4.9,98.2,1,12.50656,41.87668,Rome,weekday,Municipio Roma VII,Lazio,IT,Italy
177.89,Vatican & Foro Italico Home,Entire home/apt,FALSE,FALSE,4,FALSE,FALSE,4.7,98.3,2,12.4581,41.92143,Rome,weekday,Municipio Roma I,Lazio,IT,Italy
186.13,"Elegant, Quiet by the Vatican. Fully Renovated!",Entire home/apt,FALSE,FALSE,4,FALSE,FALSE,4.6,100,1,12.4539,41.9094,Rome,weekday,Municipio Roma I,Lazio,IT,Italy
158.03,Monteverde Apartment,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,5,100,1,12.4414,41.8739,Rome,weekday,Municipio Roma XII,Lazio,IT,Italy
126.49,The Yellow Room in Parioli,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.5,93.4,2,12.4954,41.9186,Rome,weekday,Pinciano,Lazio,IT,Italy
237.02,Campanella 14 – Charming stay in the heart of Rome,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.8,100,1,12.4675,41.8997,Rome,weekday,Municipio Roma I,Lazio,IT,Italy
116.66,Chic apartment with parking and panoramic view,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.4,93.4,1,12.67232,41.91911,Rome,weekday,Municipio Roma VI,Lazio,IT,Italy
143.39,Roman Treat in the Heart of Pigneto,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.6,98,1,12.5263,41.8892,Rome,weekday,Municipio Roma V,Lazio,IT,Italy
153.99,Colosseum Apartment Metro A & Roma Centro,Entire home/apt,FALSE,FALSE,4,TRUE,FALSE,4.6,95.2,1,12.5057,41.8829,Rome,weekday,Municipio Roma VII,Lazio,IT,Italy
174.13,University,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.8,96.6,1,12.51712,41.90653,Rome,weekday,Nomentano,Lazio,IT,Italy
158.76,Parioli Duplex Apartment,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.9,100,1,12.48066,41.92452,Rome,weekday,Pinciano,Lazio,IT,Italy
269.6,Central Apt + Parking – by Viva Domus,Entire home/apt,FALSE,FALSE,4,TRUE,FALSE,4.6,96.3,1,12.4374,41.898,Rome,weekday,Municipio Roma XIII,Lazio,IT,Italy
151.04,Rifugio Urbano- apt moderno metro C + wifi veloce,Entire home/apt,FALSE,FALSE,4,TRUE,FALSE,5,100,1,12.58958447,41.88364894,Rome,weekday,Alessandrino,Lazio,IT,Italy
167.67,La casa di Mou,Entire home/apt,FALSE,FALSE,3,TRUE,FALSE,4.7,97.8,1,12.4456,41.8759,Rome,weekday,Municipio Roma XII,Lazio,IT,Italy
223.4,Bright Apartment (Vatican Area),Entire home/apt,FALSE,FALSE,4,TRUE,FALSE,5,100,1,12.4627,41.9126,Rome,weekday,Municipio Roma I,Lazio,IT,Italy
43.64,Brand Roomy Corner,Entire home/apt,FALSE,FALSE,1,FALSE,FALSE,4.8,97,1,16.37071,48.2272,Vienna,weekday,Brigittenau,Vienna,AT,Austria
40.02,Girls ONLY! Private room near Schönbrunn LONG STAY,Private room,FALSE,TRUE,1,FALSE,FALSE,4.6,85.8,1,16.31982,48.1896,Vienna,weekday,Katastralgemeinde Rudolfsheim,Vienna,AT,Austria
178.38,Zeus Design Apartment near Schönbrunn Palace ?22,Entire home/apt,FALSE,FALSE,3,FALSE,FALSE,4.9,96.4,1,16.3075,48.1986,Vienna,weekday,Katastralgemeinde Penzing,Vienna,AT,Austria
134.1,small apartment in Wien-Hernals,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.8,98.4,1,16.33,48.2215,Vienna,weekday,Katastralgemeinde Hernals,Vienna,AT,Austria
80.66,Urban Jungle | 10 min to City Center w Subway,Entire home/apt,FALSE,FALSE,4,TRUE,FALSE,4.8,96.2,1,16.31902,48.19714,Vienna,weekday,Katastralgemeinde Rudolfsheim,Vienna,AT,Austria
45.11,Bright Cozy Room | Fast City Access & WiFi,Entire home/apt,FALSE,FALSE,1,FALSE,FALSE,4.6,88,1,16.3179,48.2231,Vienna,weekday,Katastralgemeinde Hernals,Vienna,AT,Austria
42.29,Brand Roomy Space,Entire home/apt,FALSE,FALSE,1,FALSE,FALSE,4.8,96.8,1,16.3709,48.22826,Vienna,weekday,Brigittenau,Vienna,AT,Austria
78.13,"T14 quiet courtyard location, affordable living 70 m², central",Entire home/apt,FALSE,FALSE,3,TRUE,FALSE,5,99,2,16.344,48.2019,Vienna,weekday,Katastralgemeinde Neubau,Vienna,AT,Austria
120.4,Charming Flat in Vienna Center,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,5,96.6,1,16.34303,48.19487,Vienna,weekday,Katastralgemeinde Mariahilf,Vienna,AT,Austria
83.65,Peaceful Roomy Nook,Entire home/apt,FALSE,FALSE,1,FALSE,FALSE,4.9,97,1,16.37163,48.22439,Vienna,weekday,Leopoldstadt,Vienna,AT,Austria
137.2,"cosy historic flat in vienna's josefstadt, metro",Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,5,98.8,1,16.34247,48.20934,Vienna,weekday,Katastralgemeinde Josefstadt,Vienna,AT,Austria
108.15,Cozy City Center Appartment next to Stephansdom,Entire home/apt,FALSE,FALSE,3,FALSE,FALSE,4.8,98,1,16.37289,48.20691,Vienna,weekday,Innere Stadt,Vienna,AT,Austria
133.8,Vienna Flair Apartment Open Space KS70/16,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.9,100,1,16.3227,48.20749,Vienna,weekday,Katastralgemeinde Ottakring,Vienna,AT,Austria
54.59,Peaceful Snuggy Room,Entire home/apt,FALSE,FALSE,1,FALSE,FALSE,4.8,97,1,16.37168,48.22425,Vienna,weekday,Leopoldstadt,Vienna,AT,Austria
141.92,Apartment in Wien-Hernals,Entire home/apt,FALSE,FALSE,4,TRUE,FALSE,4.5,95.6,1,16.33,48.2215,Vienna,weekday,Katastralgemeinde Hernals,Vienna,AT,Austria
41.89,Private Room | Great Transport | Fast Wi-Fi,Private room,FALSE,TRUE,1,FALSE,FALSE,4.7,92,1,16.3291,48.2079,Vienna,weekday,Ottakring,Vienna,AT,Austria
192.63,"Design apartment, close to the city, near U4/Danube Canal",Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.9,98.2,2,16.366,48.2281,Vienna,weekday,Brigittenau,Vienna,AT,Austria
37.68,Quiet Room,Entire home/apt,FALSE,FALSE,1,FALSE,FALSE,4.6,93.8,1,16.34256,48.17956,Vienna,weekday,Katastralgemeinde Meidling,Vienna,AT,Austria
164.99,"Quiet, brand new, main transport at door! Ideal!",Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.9,98.2,1,16.32878,48.19744,Vienna,weekday,Katastralgemeinde Rudolfsheim,Vienna,AT,Austria
116.92,Vienna Flair Apartment Large KS70/2,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.8,93.4,1,16.32496,48.20786,Vienna,weekday,Katastralgemeinde Ottakring,Vienna,AT,Austria
530.74,Cosy Apartment Meidling,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.4,88.8,1,16.33266,48.17399,Vienna,weekday,Katastralgemeinde Meidling,Vienna,AT,Austria
103.31,Chillout Lounge Satzberg,Entire home/apt,FALSE,FALSE,4,FALSE,FALSE,3.8,76,1,16.25783,48.20272,Vienna,weekday,Penzing,Vienna,AT,Austria
127.42,"Blueground | Favoriten, roof, gym & lounge",Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.8,89.4,1,16.3811,48.1837,Vienna,weekday,Katastralgemeinde Favoriten,Vienna,AT,Austria
178.38,Nice flat | Contactless Check-In with Smartphone,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.9,98.4,1,16.30945,48.19787,Vienna,weekday,Katastralgemeinde Penzing,Vienna,AT,Austria
